display_template,image_small,image_small,objectid,ark,object_location,,parentid,image_alt_text,contributing_institution,title,rights_management_valueURI,type,language,personal_creator,corporate_creator,personal_contributor,corporate_contributor,date,description,extent,genre,subject,personal_name_subject,corporate_name_subject,location,longitude,latitude,chronological_subject
,,,aami_a2008020_b4_004_019,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1942-03-09,"Application for benefit funds from Relief Department on behalf of Reverend B. T. Moses of Corinthian Lodge #43. Died July 26th, 1941.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_020,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1942-03-06,"Application for benefits from Relief Department on behalf of John Mearion of Union Lodge #1. Died January 16th, 1942.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_021,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939-02-27,"Application for benefits from Relief Department on behalf of W. C. Lyons of Twin City Lodge #32. Died February 20th, 1939.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_022,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939-05-27,"Application for benefits from Relief Department on behalf of Lee Todd of Tuscan Lodge #42. Died May 8th, 1939.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_023,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Letter enclosed with relief benefits application for Lee Todd,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939-05-26,Letter written to Grand Master Branham N. Hyde from Claude L. Downey of Tuscan Lodge #42 describing the financial matters of Lee Todd's death.,1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_024,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939-05-23,"Application for benefit funds from Relief Department on behalf of Walter Davis of Perfect Ashler Lodge #34. Died May 28th, 1939.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_025,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939-05-05,"Application for benefit funds from Relief Department on behalf of William Smith of North Star Lodge #2. Died February 21, 1939.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_026,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939-03-20,"Application for benefit funds from Relief Department on behalf of Tom Pugh of St. John's Lodge #35. Died March 8th, 1939.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_060_p001,,,,,,,"Relief benefits application, Abner C. Stewart",,,,,,,,,,,administrative records,,,,,,,
,,,aami_a2008020_b4_004_060_p002,,,,aami_a2008020_b4_004_060_p001,,,Note inlcuded with death certifcate of Abner C. Stewart,,,,,,,,,,,administrative records,,,,,,,
,,,aami_a2008020_b4_004_060_p003,,,,aami_a2008020_b4_004_060_p001,,,Notice from Arizona State Board of Health for death certifcate,,,,,,,,1936-03-17,,,administrative records,,,,,,,
,,,aami_a2008020_b4_004_060_p004,,,,aami_a2008020_b4_004_060_p001,,,Arizona State Board of Health certificate of death for Abner C. Stewart,,,,,,,,1936-03-17,,,administrative records,,,,,,,
,,,aami_a2008020_b4_004_027,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939-01-21,"Application for benefit funds from Relief Department on behalf of James Samuel Lee of Tuscan Lodge #42. Died December 30th, 1938.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_028,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1938-12-07,"Application for benefit funds from Relief Department on behalf of Harry Allen of North Star Lodge #2. Died December 2nd, 1938.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_029,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1938-11-03,"Application for benefit funds from Relief Department on behalf of William T. Jones of North Star Lodge #2. Died August 20th, 1938.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_030,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1938-10-05,"Application for benefit funds from Relief Department on behalf of Fred Dawson of Union Lodge #1. Died July 5th, 1938.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_031,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1938-10-01,"Application for benefit funds from Relief Department on behalf of Joseph Brooks of Doric Lodge #30. Died September 9th, 1938.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_032,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1938-09-22,"Application for benefit funds from Relief Department on behalf of Ed. E. Jones of Golden Star Lodge #4. Died August 27th, 1938.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_033,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939-03-09,"Application for benefit funds from Relief Department on behalf of Walter L. Miller of Hiram Lodge #14. Died January 31st, 1939.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_034,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939-02-11,"Application for benefit funds from Relief Department on behalf of Hayes Rutherford Crayton of Pearl City Lodge #39. Died February 4th, 1939.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_035,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Note from Allen & Lewis Undertakers for benefits application for Wm Gordon,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Allen, Frank",,,Allen & Lewis Furniture and Undertaking,1939-04-19,Note stating the funeral expenses have been paid in full.,1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_036,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939-03-11,"Application for benefit funds from Relief Department on behalf of Wm Gordon of Cedar Grove Lodge #18. Died February 27, 1939.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_037,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Note enclosed with death certificate for Evans Davis,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Ellyson, Craig T.",,,Drs. Ellyson and Ellyson,1939-07-07,Letter written by Craig T. Ellyson describing the procedure for requesting cause of death or death certificates for decedents.,1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Waterloo,,,
,,,aami_a2008020_b4_004_038,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Iowa State Department of Health death certificate for Evans Davis,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Ellyson, Craig T.",,,,1939-07-04,Unofficial death certificate for Evans Davis.,1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Waterloo,,,
,,,aami_a2008020_b4_004_039,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Letter from St. John's Lodge #35 to Grand Master Branham N. Hyde,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939-07-07,St. John's Lodge #35 Secretary informing Grand Master Branham N. Hyde of the death of Brother Evans Davis.,1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Waterloo,,,
,,,aami_a2008020_b4_004_040,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1938-09-01,"Application for benefit funds from Relief Department on behalf of William H. London of North Star Lodge #2. Died August 21st, 1938.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_041,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939,"Application for benefit funds from Relief Department on behlaf of Evans Davis of St. John's Lodge #35. Died July 3rd, 1939.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_042,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939-08-26,"Application for benefit funds from Relief Department on behalf of O.J. Williams of Perfect Ashler Lodge #34. Died August 22nd, 1939.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_043,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939,"Application for benefit funds from Relief Department on behalf of Dr. J. Alvin Jefferson of Doric Lodge #30. Died November 3rd, 1939.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_044,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939,"Application for benefit funds from Relief Department on behalf of George H. Edmunds of Doric Lodge #30. Died December 10th, 1939.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_045,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939-12-15,"Application for benefit funds from Relief Department on behalf of John Wilkinson of North Star Lodge #2. Died December 11th, 1939.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_046,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939-12-22,"Application for benefit funds from Relief Department on behalf of Lewis H. Hunter of North Star Lodge #2. Died December 22nd, 1939.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_047,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1940-06-07,"Application for benefit funds from Relief Department on behalf of John W. Draine(?) of Union Lodge #1. Died February 28th, 1940.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_048,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1940-06-07,"Application for benefit funds from Relief Department on behalf of John. W. Wilson of Union Lodge #1. Died May 19th, 1940.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_049,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939,"Application for benefit funds from Relief Department on behalf of A. G. Clark of Golden Star Lodge #4. Died July 3rd, 1939.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_050,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1941-01-29,"Application for benefit funds from Relief Department on behlaf of I. L. Brown of Eureka Lodge #20. Died September 8th, 1940.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_051,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1940-07-11,"Application for benefit funds from Relief Department on behalf of James A. Woods of North Star Lodge #2. Died July 11th, 1940.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_052,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1941-07-08,"Application for benefit funds from Relief Department on behalf of Thomas Lowery (Lowry?) of Eureka Lodge #20. Died january 10th, 1941.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_053,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1938-01-30,"Application for benefit funds from Relief Department on behalf of Jeff Martin of Cedar Valley Lodge #44. Died January 30th, 1938.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_054,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1925-01-20,"Application for benefits from Relief Fund on behalf of E. T. Banks of Doric Lodge #30. Died Jnaury 13th, 1925.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_055,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1925-06-23,"Application for benefits from Relief Fund on behalf of W. A. Moore of Twin City Lodge #32. Died May 20th,1925.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_056,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1925-04-03,"Application for benefits from Relief Fund on behalf of Thomas Robison of Eureka Lodge #20. Died March 25th, 1925.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_057,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1936-04-23,"Application for benefit funds from Relief Department on behalf of Edward Howard of Perfect Ashler Lodge #34. Died April 22nd, 1936.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_058,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1935-02-14,"Application for benefit funds from Relief Department on behalf of George Logan of North Star Lodge #2. Died January 29th, 1935.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_059,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1936-06-11,"Application for benefit funds from Relief Department on behalf of Thurman M. Bates of Corinthian Lodge #43. Died April 30th, 1936.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_060,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1936-03-21,"Application for benefit funds from Relief Department on behalf of Abner C. Stewart of Twin City Lodge #32. Died March 15th, 1936.",4 pages,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_061,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1935-12-24,"Application for benefit funds from Relief Department on behalf of Henry B. Smith of Hiram Lodge #19. Died October 31st, 1936.",1 page,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_062,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939-03-31,"Application for benefit funds from Relief Department on behalf of J. C. McCellan of Golden Star Lodge #4. Died March 14th, 1939.",2 pages,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_063,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1939-07-06,"Application for benefit funds from Relief Department on behalf of James E. Todd of North Star Lodge #2. Died June 23rd, 1939.",3 pages,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_064,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1935-09-11,"Application for benefit funds from Relief Department on behalf of Henry Sims of Perfect Ashler Lodge #34. Died September 1st, 1935.",4 pages,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_065,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief benefits application,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1923-05-07,"Application for benefit from Relief Fund on behalf of John S. Mays of Cedar Grove Lodge #18. Died April 8th, 1923.",5 pages,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_066,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Letter from Mrs. Emma W. Black,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1945-07-09,Certifying a Walter (?) Williams to sign as a beneficiary of N. L. Black Insurance. Written on United Grand Lodge A. F. & A. M. (PHA) letterhead.,6 pages,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_067,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,List of beneficiaries,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,,"Lists Names of beneficiaries to accounts (late brothers), including address and associated lodge.",3 pages,administrative records,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_004_067_p001,,,,aami_a2008020_b4_004_067,,,Page 1,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b4_004_067_p002,,,,aami_a2008020_b4_004_067,,,Page 2,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b4_004_067_p003,,,,aami_a2008020_b4_004_067,,,Page 3,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b4_005_001,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Moneys payed from gen. fund,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1944/1945,Financial summary.,1 page,reports,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_005_002,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Bank balance as of 12/22/44,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,1944-12-22,Financial summary.,1 page,reports,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_005_003,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Relief fund payouts,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,,"July 12, lists names and amounts send to each person/estate.",1 page,reports,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_005_004,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Letter from R. F. Davis to the trustees of United Grand Lodge A. F. & A. M.,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Davis, Ross F.",,,,1932-07-11,Washington State Bank Vice President details bank closing and reorganization.,2 pages,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_005_004_p001,,,,aami_a2008020_b4_005_004,,,Page 1,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b4_005_004_p002,,,,aami_a2008020_b4_005_004,,,Page 2,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b4_005_005,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Letter to Mr. N. L. Black from R. F. Davis,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Davis, Ross F.",,,,1932-07-11,Washington State Bank Vice President describes financial interests for United Grand Lodge.,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_005_006,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Grand treasurers report,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,,,,,,"Financial summary including receipt and disbursement of General Funds, Relief Department, and Burial Fund. Inlcudes names and lodges for disbursements.",7 pages,reports,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,United States--Iowa,,,
,,,aami_a2008020_b4_005_006_p001,,,,aami_a2008020_b4_005_006,,,Page 1,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b4_005_006_p002,,,,aami_a2008020_b4_005_006,,,Page 2,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b4_005_006_p003,,,,aami_a2008020_b4_005_006,,,Page 3,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b4_005_006_p004,,,,aami_a2008020_b4_005_006,,,Page 4,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b4_005_006_p005,,,,aami_a2008020_b4_005_006,,,Page 5,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b4_005_006_p006,,,,aami_a2008020_b4_005_006,,,Page 6,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b4_005_006_p007,,,,aami_a2008020_b4_005_006,,,Page 7,,,,,,,,,,,,,,,,,,
,,,aami_a2008020_b4_005_007,,,Amplifying Black Voices in Iowa | H. Robert Wilson Collection,,,African American Museum of Iowa,Letter to General Treasurer J. D. Reeler from Grand Secretary F. S. Johnson,http://rightsstatements.org/vocab/InC-RUU/1.0/,Text,eng,"Johnson, F. S.",,,,1927-06-28,Letter confirms receipt of payment.,1 page,correspondence,"African Americans | Black people | freemasonry, African American | freemasons, African American",,Prince Hall Masonic Association,Iowa--Keokuk,,,
